state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
CA,Kings,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06031,,,786,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Lake,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06033,,,344,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Lassen,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06035,,,144,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Los Angeles,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06037,,,49490,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Madera,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06039,,,839,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Marin,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06041,,,1300,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Mariposa,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06043,,,86,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Mendocino,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06045,,,452,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Merced,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06047,,,1505,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Mono,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06051,,,66,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Monterey,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06053,,,2213,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Napa,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06055,,,673,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Nevada,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06057,,,518,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Orange,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06059,,,16081,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Placer,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06061,,,2200,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Plumas,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06063,,,96,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Riverside,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06065,,,12832,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Sacramento,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06067,,,8172,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Benito,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06069,,,351,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Bernardino,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06071,,,11231,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Diego,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06073,,,16732,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Francisco,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06075,,,4197,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Joaquin,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06077,,,4139,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Luis Obispo,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06079,,,1430,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Mateo,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06081,,,3768,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Santa Barbara,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06083,,,2255,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Santa Clara,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06085,,,9771,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Santa Cruz,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06087,,,1331,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Shasta,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06089,,,919,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Siskiyou,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06093,,,216,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Solano,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06095,,,2308,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Sonoma,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06097,,,2462,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Stanislaus,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06099,,,2825,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Sutter,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06101,,,500,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Tehama,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06103,,,327,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Trinity,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06105,,,79,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Tulare,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06107,,,2453,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Tuolumne,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06109,,,273,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Ventura,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06111,,,4237,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Yolo,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06113,,,1142,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Yuba,State-Based Exchange QHP / Medicaid Managed Care,Anthem Blue Cross of California,Elevance Health,FIPS 06115,,,444,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (200,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Alameda,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06001,,,20074,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Amador,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06005,,,512,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Butte,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06007,,,2536,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Calaveras,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06009,,,566,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Colusa,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06011,,,269,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Contra Costa,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06013,,,14274,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Del Norte,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06015,,,329,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,El Dorado,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06017,,,2347,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Fresno,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06019,,,12467,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Glenn,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06021,,,345,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Humboldt,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06023,,,1611,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Imperial,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06025,,,2212,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Inyo,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06027,,,225,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Kern,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06029,,,11230,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Kings,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06031,,,1886,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Lake,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06033,,,825,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Lassen,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06035,,,345,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Los Angeles,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06037,,,118775,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Madera,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06039,,,2014,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Marin,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06041,,,3121,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Mariposa,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06043,,,208,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Mendocino,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06045,,,1086,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Merced,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06047,,,3613,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Modoc,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06049,,,103,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Mono,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06051,,,158,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Monterey,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06053,,,5311,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Napa,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06055,,,1616,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Nevada,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06057,,,1244,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Orange,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06059,,,38594,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Placer,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06061,,,5281,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Plumas,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06063,,,229,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Riverside,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06065,,,30797,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Sacramento,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06067,,,19614,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Benito,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06069,,,842,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Bernardino,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06071,,,26955,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Diego,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06073,,,40157,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Francisco,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06075,,,10074,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Joaquin,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06077,,,9935,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Luis Obispo,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06079,,,3431,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,San Mateo,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06081,,,9043,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Santa Barbara,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06083,,,5411,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Santa Clara,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06085,,,23449,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Santa Cruz,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06087,,,3194,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Shasta,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06089,,,2205,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Siskiyou,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06093,,,517,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Solano,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06095,,,5540,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Sonoma,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06097,,,5909,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Stanislaus,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06099,,,6780,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Sutter,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06101,,,1200,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Tehama,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06103,,,785,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Trinity,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06105,,,190,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
CA,Tulare,State-Based Exchange QHP / Medicaid Managed Care,Kaiser Permanente CA,Kaiser Foundation Health Plan,FIPS 06107,,,5886,,2024 (rough estimate),"[ESTIMATED — distributed from rough state-based exchange total (480,000) by 2024 county population. Covered CA enrollment estimate]"
